column1;audios;date;domain;intent;lastModified;sentence;sentenceid;slots
1663;75;18/02/2023 18:22;weather;get_moon;18/02/2023 18:22;Cando é a lúa chea en Camariñas?;31b68d6f-157a-415e-929d-4eece651530a;['moon_type']
1664;74;18/02/2023 18:23;weather;get_moon;18/02/2023 18:23;Esta noite haberá lúa chea en Vilardevós?;247599ba-fac6-434c-a754-8d4a1b76b3c6;['moon_type']
1665;76;18/02/2023 18:23;weather;get_moon;18/02/2023 18:23;Di cando se chegará a cuarto crecente este mes;59d15103-fc88-4add-a54d-bd36afd68d08;['moon_type']
1666;74;18/02/2023 18:23;weather;get_moon;18/02/2023 18:23;Quero saber cando haberá lúa nova;89534491-3355-48a8-9955-ca2787fa927f;['moon_type']
1667;75;18/02/2023 18:23;weather;get_moon;18/02/2023 18:23;Como cadra a lúa vella?;3a0fe152-6333-480f-9357-7f5ad4c77636;['moon_type']
1668;74;18/02/2023 18:24;weather;get_moon;18/02/2023 18:24;Esta noite haberá lúa?;9e73a3a6-2818-4b7c-bd45-ada3f9b8fa76;['moon_type']
1669;75;18/02/2023 18:24;weather;get_moon;18/02/2023 18:24;Que lúa temos hoxe?;f9405634-5aff-4dbc-bb10-30087deb11e0;['moon_type']
1670;75;18/02/2023 18:24;weather;get_moon;18/02/2023 18:24;Quero saber as fases lunares deste mes;766596c8-d578-4669-a6f6-7a24b8ed73d8;['moon_type']
1671;74;18/02/2023 18:25;weather;get_moon;18/02/2023 18:25;Cando empeza a lúa enchente?;24d71b35-36de-47cc-8ffa-f799bc7e6397;['moon_type']
1672;74;18/02/2023 18:26;weather;get_moon;18/02/2023 18:26;Quero saber cando é o plenilunio;8c77210f-8f3a-4457-83b8-3ff0ce3861c8;['moon_type']
1673;75;18/02/2023 18:26;weather;get_moon;18/02/2023 18:26;Hoxe en Valga, que lúa haberá?;ca32032b-ca04-42a9-9134-9130fb352af5;['moon_type']
1674;74;18/02/2023 18:26;weather;get_moon;18/02/2023 18:26;Quero saber como vai estar a lúa esta noite;fd213502-3574-458f-8782-32e88de892d8;['moon_type']
1675;74;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Estamos en lúa crecente ou lúa minguante?;5ac5ba9b-7c8a-4efa-b09d-1315053b9068;['moon_type']
1676;75;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Quero saber o estado da lúa;ba630869-5045-4517-8221-b9752849916f;['moon_type']
1677;75;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Que lúa vai hoxe?;323652c3-1680-4f23-bf3d-4467ea3f076e;['moon_type']
1678;73;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Quero saber a lúa que hai para podar;50716a97-51e1-4697-adc0-adbdfb744a00;['moon_type']
1679;73;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Cando é o cuarto crecente da lúa?;2c7d7e90-1625-4a36-b91d-644e45f14bfb;['moon_type']
1680;75;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Dime como cadra o cuarto crecente este mes;25482d80-0661-4aa2-93c8-18e0937cd6b4;['moon_type']
1681;74;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Cando é o cuarto minguante?;15ea7dbc-0cc4-48ae-8c4c-e1410600989f;['moon_type']
1682;75;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Que día chegamos á lúa chea?;6201e21d-d444-456c-b9e3-58c6ba7a4b70;['moon_type']
1683;75;18/02/2023 18:27;weather;get_moon;18/02/2023 18:27;Di que día se chega ao plenilunio;7b37c33d-b807-4f63-9710-a47ffadfd440;['moon_type']
1684;75;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Dime as datas das fases lunares deste mes;2b91dbbf-e01c-4ea4-9d03-f34d2c3b3207;['moon_type']
1685;74;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Dime a data na que terei lúa nova;68e48310-3afc-49ed-87b4-cfb6a22fde13;['moon_type']
1686;75;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Cando é o novilunio?;55754e0e-70e5-4a7c-8d5a-b61c4fcbd7d2;['moon_type']
1687;75;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Hoxe hai lúa vella?;91318ddc-76cf-41a7-bd5e-3d8e3719e125;['moon_type']
1688;73;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Esta noite, que lúa vai?;0c1280a4-e9d5-4d86-a40d-8d61a75dea77;['moon_type']
1689;75;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Esta noite hai lúa chea?;4d46dbfe-e013-4895-bac0-e86cb1e2736d;['moon_type']
1690;73;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Dime a lúa que haberá esta noite;11a0f02e-d309-4022-8baf-a66bd6f3feb3;['moon_type']
1691;75;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Que lúa haberá mañá?;83bc7703-b61d-4d72-9b63-c73c4278eb65;['moon_type']
1692;75;18/02/2023 18:28;weather;get_moon;18/02/2023 18:28;Dime a fase actual da lúa;b5ad1896-90bb-4d71-b552-0ac1d2989d4e;['moon_type']
1693;75;21/02/2023 11:26;house commands;music;21/02/2023 11:26;Pon música dos Rolling;564cd5c9-c147-44b1-82f7-d610779945e9;['action', ' level', ' type']
1694;75;21/02/2023 11:31;house commands;music;21/02/2023 11:31;Ponme aos Beatles en aleatorio;6c7b60a8-1f53-4d45-bbf0-c7cd6880c30a;['action', ' level', ' type']
1695;74;21/02/2023 11:51;house commands;music;21/02/2023 11:51;Quero escoitar música de Beethoven;d4585963-3455-443d-9ca9-2c6aee140fa3;['action', ' level', ' type']
1696;75;21/02/2023 11:52;house commands;music;21/02/2023 11:52;Reproduce A Frauta Máxica de Mozart;3ddbeb07-e9bb-4d47-a2d8-85d08524f839;['action', ' level', ' type']
1697;75;21/02/2023 11:53;house commands;music;21/02/2023 11:53;Ponme o último álbum da Rosalía;6d157caa-b325-4ac1-8a4d-a18e625c1abd;['action', ' level', ' type']
1698;75;21/02/2023 11:56;transportation;set_transportation;21/02/2023 11:56;Resérvame un taxi para mañá ás doce e media;858649a7-8b3b-4e96-a1c9-f29e02a3e6eb;['time', 'place']
1699;75;21/02/2023 11:57;transportation;set_transportation;21/02/2023 11:57;Quero reservar un coche para o próximo luns;9481a2ea-4f89-4313-b246-1429e9b1f1ec;['time', 'place']
1700;75;21/02/2023 11:57;transportation;set_transportation;21/02/2023 11:57;Pódesme reservar un taxi para o xoves ás dúas da tarde?;0596cc11-3573-4e28-a3e2-bf714af5161e;['time', 'place']
1701;74;21/02/2023 11:57;transportation;set_transportation;21/02/2023 11:57;Quero que me recolla un taxi mañá ás nove en punto na miña casa;480c3967-6995-4798-8a70-61248c6ee4af;['time', 'place']
1702;74;21/02/2023 11:58;transportation;set_transportation;21/02/2023 11:58;Resérvame un taxi para que me recolla ás cinco da tarde no meu centro médico;30b8e4cb-aea0-4f67-be16-1030084b7677;['time', 'place']
1703;74;21/02/2023 12:12;house commands;lights;21/02/2023 12:12;Acende a lámpada vermella;221aae0c-cb8b-40f0-afce-a7b3d2419bbb;['action', 'location']
1704;74;21/02/2023 12:27;house commands;heat;21/02/2023 12:27;Fai un frío que pela, amigo: pon a casa a vinte e un graos;ac40948b-8b64-4f35-bfd1-c58c868be6aa;['action', 'location']
1705;76;21/02/2023 12:32;house commands;music;21/02/2023 12:32;Pon Muinheira De Interior de Boyanka Kostova;1ba055f6-de9b-4f5f-a91c-69ca5b57896b;['action', 'level', 'type']
1706;74;21/02/2023 12:34;house commands;lights;21/02/2023 12:34;Apaga a lámpada amarela;f4cf2615-0548-4552-9dee-a4de7ae76614;['action', 'location']
1707;75;21/02/2023 12:35;house commands;heat;21/02/2023 12:35;Configura a temperatura a dezanove graos;a68ef7b8-408c-4fc1-b3fb-0e24e1416e4e;['action', 'location']
1708;75;21/02/2023 12:38;lists;add_to_list;21/02/2023 12:38;Engádeme papel hixiénico á lista da compra;009240f7-c75a-46ee-8e1c-26682ff1f788;['list', 'element', 'date']
1709;123;21/02/2023 12:47;lists;add_to_list;21/02/2023 12:47;Recórdame que mañá teño que chamar o seguro;2da124cd-4149-42f7-89ab-a6f75f1f7836;['list', 'element', 'date']
1710;75;21/02/2023 12:54;lists;check_list;21/02/2023 12:54;Leme a lista da compra;7d6bc34c-ec6c-4d66-8439-74d6bb42d39a;['list', 'element', 'date']
1711;74;21/02/2023 16:34;house commands;lights;21/02/2023 16:34;Pon as luces en modo cine;aab44357-12e3-4c71-9c17-6c07f62d51b8;['action', 'location']
1712;74;21/02/2023 16:35;house commands;lights;21/02/2023 16:35;Activa o modo festa nas luces;8028b323-349f-4d76-a475-acfbfce5cb8d;['action', 'location']
1713;74;21/02/2023 16:35;house commands;lights;21/02/2023 16:35;Cambia a cor das luces a azul;f7ebc42e-5f3e-4210-a8a0-12f85fd00da8;['action', 'location']
1714;74;21/02/2023 16:35;house commands;lights;21/02/2023 16:35;Cambia o modo das luces a cálido;099e48a9-dba4-41c6-98cc-97c7fe1f3e4e;['action', 'location']
1715;74;21/02/2023 16:36;house commands;lights;21/02/2023 16:36;Acéndeme aí a luz do comedor;6e6e6de6-dde5-423b-afc9-94ac3c4cc80d;['action', 'location']
1716;75;21/02/2023 16:36;house commands;lights;21/02/2023 16:36;Quero que actives o modo cine no salón;c1763c9a-ea6b-4fff-963b-f49d17f72040;['action', 'location']
1717;74;21/02/2023 16:36;house commands;lights;21/02/2023 16:36;Apaga as luces do dormitorio dos nenos;d91ff40e-fb0c-43a7-9c66-a9bf746dacc0;['action', 'location']
1718;74;21/02/2023 16:36;house commands;lights;21/02/2023 16:36;Acende as luces do andadeiro;45633f95-a585-49cb-b9c7-81a7c399e74e;['action', 'location']
1719;75;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Sube a calefacción a vinte e tres graos;88539111-3f7c-44c7-8e9b-7c2346a2170c;['action', 'location']
1720;75;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Pódesme baixar a calefacción un chisco?;ecff770b-79b6-4700-a3ed-996e16025a28;['action', 'location']
1721;75;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Baixa a calefacción a vinte graos;b9fab8fc-824d-4855-b74c-157cdd2d6fb6;['action', 'location']
1722;75;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Acende a calefacción a vinte e catro graos;782a10b9-e515-42b1-ac0e-dc539c53c1b2;['action', 'location']
1723;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Podes baixar a calefacción a dezaoito graos?;4ed4d705-db49-43af-abaf-35cf1c65caba;['action', 'location']
1724;75;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Baixa o termóstato a vinte graos;214ce599-5cab-433e-a279-ca433e4f9306;['action', 'location']
1725;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Pon o termóstato en vinte e tres graos;b44a41d5-e6f3-4b41-9ceb-f75c62213d2b;['action', 'location']
1726;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Baixa un par de graos o termóstato;75d25627-885a-4eb5-b108-dffc3243822e;['action', 'location']
1727;75;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Baixa dous graos a calefacción;b538e716-fe12-4a8d-835f-f524ab1c8618;['action', 'location']
1728;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Sube tres grao a calefacción;e6fb920d-3222-4270-8a7c-9a96b493ce57;['action', 'location']
1729;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Sube un par de graos no termóstato;4a0a62dd-2854-47ec-b4f7-1c7f24177386;['action', 'location']
1730;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Podes subir tres graos a calefacción no cuarto das nenas?;7bcf6f23-4398-4f40-be77-3f0a82fc6890;['action', 'location']
1731;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Quero que acendas a vinte graos o termóstato do piso;24592964-4c89-4271-8482-86db504e5883;['action', 'location']
1732;75;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Cambia a temperatura a dezanove graos;04ab8282-40c3-487a-8a75-a1fe1b4c548d;['action', 'location']
1733;76;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Baixa a temperatura a quince graos;4bfb4fa8-5c90-4eac-a88b-f237c31a0dbb;['action', 'location']
1734;76;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Cambia a temperatura no termóstato a vinte e cinco graos;08f88fc2-7a72-47b4-af09-6a4cf4261cff;['action', 'location']
1735;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Sube a calefacción no salón un par de graos;88510f20-4045-4e1e-b114-09458c5e5d21;['action', 'location']
1736;74;21/02/2023 16:36;house commands;heat;21/02/2023 16:36;Vai acendendo a calefacción nas habitacións a dezanove graos;fa1247aa-7274-4bc0-a300-b3fac4e7b2c1;['action', 'location']
1737;74;21/02/2023 16:36;house commands;music;21/02/2023 16:36;Reproduce o disco Os Dous De Sempre de Boyanka Kostova;7ff88526-92bb-4dd2-9eae-f31ed29b6d7f;['action', 'level', 'type']
1738;75;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Anota na lista de tarefas que hai que ir ao banco o martes para recoller a documentación;1e7ebf6e-d6aa-4d46-87d2-1e64153538b9;['list', 'element', 'date']
1739;74;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Engádeme na lista da compra un par de cartóns de leite de avea;bd260185-88b4-42b3-9453-1b795b67b3f7;['list', 'element', 'date']
1740;75;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Teño que mercar leite de soia, anótasmo?;1d55e2ee-e5ad-42f7-b033-f78ec254593c;['list', 'element', 'date']
1741;75;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Anota un par de cartóns de leite sen lactosa na lista da compra;b2d563a1-9746-4656-be62-9eef8d7a77a8;['list', 'element', 'date']
1742;74;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Recórdame que o luns trinta teño que pasarme pola consulta;da5e5bb0-68c2-4049-b1cc-43b7b5034adb;['list', 'element', 'date']
1743;75;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Anótame latas de atún e vasiños de arroz na lista da compra;cb745db7-ea27-4372-af23-fdced419c109;['list', 'element', 'date']
1744;74;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Engade tamén plátanos á lista;1ddf2dd8-844e-4420-80d7-44a50cd5d1e6;['list', 'element', 'date']
1745;75;21/02/2023 16:36;lists;add_to_list;21/02/2023 16:36;Engade á lista de tarefas que hai que pagar á comunidade;b45c732d-3121-47bb-a03b-62907eb5f7b5;['list', 'element', 'date']
1746;74;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Reproduce a lista da compra;ffc527f1-8606-4901-9414-2143c5528097;['list', 'element', 'date']
1747;74;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Que teño na lista da compra?;dede47c9-ed1c-4ebb-a89f-f0408d6cedf9;['list', 'element', 'date']
1748;73;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Dime que teño anotado na lista da compra;c2eb2b6e-21bd-4574-91b3-97f00c6e50f8;['list', 'element', 'date']
1749;76;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Di o que teño agora mesmo na lista da compra;89d4f960-9a40-4e70-96a6-857cc5245ac0;['list', 'element', 'date']
1750;75;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Dime que teño anotado para comprar;99ba9236-bfd8-4335-979c-041f430d4f55;['list', 'element', 'date']
1751;73;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Vou mercar, que teño na lista?;c92ba8a0-d48e-45c3-981a-b50f0d4fef9a;['list', 'element', 'date']
1752;75;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Vou saír ao supermercado, disme a lista da compra?;2727cfde-4052-4e04-bee0-542f1062fa66;['list', 'element', 'date']
1753;74;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Quero que recites a lista da compra;a7fb79f4-c9a1-4098-98ef-24bb41eb8097;['list', 'element', 'date']
1754;74;21/02/2023 16:36;lists;check_list;21/02/2023 16:36;Dime o que temos anotado na lista para a compra;2abafd77-0a42-488e-b2d2-c059b851c096;['list', 'element', 'date']
1755;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Crea unha alarma para os luns ás nove;f50230d9-db13-470a-82ce-4f133e76f667;['date']
1756;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Activa a alarma de entre semana;d34fae6d-23e2-47c7-985b-023625d3cb73;['date']
1757;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Reactiva as alarmas dos luns e dos martes;c2262208-b17f-4d94-8429-6fbeb6495254;['date']
1758;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Créame unha nova alarma para tódolos días ás cinco e media da tarde;4c556253-f5af-464c-9291-855e234631eb;['date']
1759;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Reactiva a alarma dos sábados á mañá;8868d9fd-c42f-4c41-9bde-416880d7e371;['date']
1760;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Crea unha alarma ao mediodía;41efbfb4-8bbf-47d8-8600-4ae432ae5958;['date']
1761;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Configura unha alarma para o almorzo;e9adb760-c65a-43b2-af96-2b7d3a39d8b1;['date']
1762;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Crea unha alarma para despois da cea;0aad21b3-8e27-42ce-8e81-f3c66843764f;['date']
1763;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Configura unha nova alarma para as oito da tarde;a435df7e-d8d5-4883-af2b-8fbee658a189;['date']
1764;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Crea unha alarma para o oito de xullo;c4f2bd00-eaa5-45ed-ab53-73499596620f;['date']
1765;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Configura unha alarma para o vinte de decembro ás once en punto;77086e1c-46c5-4728-9695-bcf862792726;['date']
1766;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Crea unha nova alarma para o tres de agosto;6eecfb0c-eff2-414d-bd59-4bcdc9e08328;['date']
1767;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Quero que crees unha alarma para o dezaseis de setembro ás nove da mañá;8b00d2b7-6d7d-47f2-9528-1bd41099fe39;['date']
1768;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Activa tódalas alarmas dos luns;4076fbcf-7148-46a7-bc45-46d7874ea443;['date']
1769;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Activa as alarmas dos venres;321714d0-ffd1-40c0-8cae-dabad7d049d1;['date']
1770;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Configura unha nova alarma para que soe ás seis e cuarto;4068b40d-eec6-47f0-a122-b45872dcb8c0;['date']
1771;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Quero unha alarma que me esperte ás sete da mañá, podes configurala?;566d8a3e-625b-4506-8bb6-585bea15bc29;['date']
1772;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Configúrame aí unha alarma para os domingos;1ccdf6a8-5b2a-4740-be87-0e015320b638;['date']
1773;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Crea unha alarma para o dezanove de maio ás doce;7a8ade13-fb06-475e-b609-20da3a3c48cb;['date']
1774;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Podes configurar unha alarma para alerta para o vinte e oito de novembro?;3a7ccd28-6384-4e00-8aff-a09f51bf1d5e;['date']
1775;70;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Pon unha alarma para o catro de abril ás catro da tarde;19c70883-43c9-4746-bd35-3e41fcb2e5da;['date']
1776;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Activa a alarma das sete da tarde;4d8adf6c-251c-4540-a448-4eeb6fe23dfb;['date']
1777;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Volve a activar a alarme das mañás;0fe896ff-a9b2-4ba3-b034-00be6b470bd0;['date']
1778;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Pon outra vez a alarma dos luns;22a90184-b3fa-4b6d-8765-bf9285e4ba66;['date']
1779;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Activa a alarma das fins de semana;a0f4c87a-b2bd-4b7f-8b51-1cc311b341e7;['date']
1780;75;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Engade unha nova alarma para ás dez e trinta e cinco da mañá;482301ee-a491-414d-9ace-340aee3bed0c;['date']
1781;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Pon unha alarma para o martes cinco ás once e media da noite;11b188d1-fdc2-415f-9f0a-531f9f1f682e;['date']
1782;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Configura unha alarma para o doce de setembro;c926ca4a-06bf-4f51-b388-a99c21b1ce80;['date']
1783;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Pon unha alarma para este mércores trece de agosto ás tres e media;caef0c58-bd05-4a5f-9b09-ba9563f246ff;['date']
1784;74;21/02/2023 16:36;alarm;add_alarm;21/02/2023 16:36;Quero que volva a estar activa a alarma das doce;fe3a2170-c987-4350-b3be-d2e4995d8012;['date']
1785;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Que cale esa alarma!;7bbda579-27cf-4295-ac51-6a52c7e71e1f;['alarm']
1786;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Cancela a alarma que tiña para o sete de marzo;a169b967-7c2d-418a-b15e-568a783f81e2;['alarm']
1787;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Xa non necesito a alarma dos luns, páraa;be81c499-bb20-4625-812c-1ef5b1b44802;['alarm']
1788;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Pausa a alarma dos martes;4e5e52cc-a357-48f9-a3d9-31d35f7c0ec2;['alarm']
1789;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Pausa a alarma dos mércores;04bd77f3-8498-49e4-ad97-353fe705a1db;['alarm']
1790;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Quita a alarma das fins de semana;cdc09fd5-6141-4a82-8360-719da2aea1da;['alarm']
1791;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Pausa a alarma do luns;011a4f3a-7ffc-475f-8eb1-35ab2b6ef03b;['alarm']
1792;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Quero que deixe de soar a alarma de entre semana;e9c9cbaa-0eb2-4c41-8307-db7b5f075afa;['alarm']
1793;73;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Elimina a alarma que teño configurada para o primeiro de abril;c5d1a486-9b0a-45b1-8af4-8f939772b666;['alarm']
1794;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Podes borrar a alarma que tiña configurada para o día dez de decembro?;fd74d24e-615d-427c-b412-1c86afb5467e;['alarm']
1795;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Polo de agora, pausa a alarma que teño tódolos días ás sete e media;b08c0685-ce18-4d39-9a38-fa6aad0f26cd;['alarm']
1796;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Fai que xa non soe o aviso das nove e cuarto da tarde;b8789a4e-10bf-4dd0-bbe7-1ca6b9419d0c;['alarm']
1797;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Fai que deixe de soar a alarma dos xoves;a8d7553f-f82f-49d4-8a79-8e7fb7ae5c74;['alarm']
1798;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Non quero que soe máis a alarma dos venres;518c8a9a-fdb2-470f-92fc-8de38851e033;['alarm']
1799;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Quita tódalas alarmas;8396db82-5afc-456c-be2e-999e492985ec;['alarm']
1800;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Elimina tódalas alarmas;42d567b8-6468-4afc-8534-459728b98297;['alarm']
1801;73;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Pausa tódalas alarmas de entre semana;6e12ec23-2774-480a-b76a-6396fa69f7a8;['alarm']
1802;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Desactiva as alarmas que hai configuradas;a734d561-4366-4d85-9d62-6a4af9f21077;['alarm']
1803;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Pausa tódalas alarmas, por favor;5409bd5b-51fe-40b8-902e-9a0ded18c85e;['alarm']
1804;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Silencia tódalas alarmas;e1b22086-87d0-4f85-a57a-12fd86833ff4;['alarm']
1805;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Fai que se silencien as alarmas;cf5df5d7-e62b-4ddc-9a4b-f84392c3f7da;['alarm']
1806;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Quita a alarma do martes que vén;0e3b27d6-1190-43ed-8fdf-7a080bb55c29;['alarm']
1807;75;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Elimina a alarma que soaría o trinta e un de agosto;71c72539-a21e-4f56-a083-dc2307d4a402;['alarm']
1808;73;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Xa non preciso da alarma do martes trinta de setembro;d3ae573a-7d2f-4b88-b7bd-77ce8e3bc6dc;['alarm']
1809;74;21/02/2023 16:36;alarm;cancel_alarm;21/02/2023 16:36;Podes desactivar as alarmas dos luns, os martes e os mércores?;100791ce-242f-42e2-9870-77a3fa28c35b;['alarm']
1810;74;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Superaranse os vinte graos na Pobra do Brollón?;5b7ce0e7-db23-4c8b-beda-a0f6203c55bc;['place', 'date']
1811;75;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Dime o tempo en Antas de Ulla;d4cfb46c-7539-4072-8a46-45cc7566ebde;['place', 'date']
1812;75;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Quero saber o tempo en Láncara;44e4dbdf-7b5f-44a1-b8f2-0dd0d1a98730;['place', 'date']
1813;76;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Vai baixar dos cero graos no Incio?;4a0440a8-540c-4aef-8c23-36b49bfabcd7;['place', 'date']
1814;75;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Hoxe teremos máis de quince graos por aquí?;6ccc88ce-43ef-4b53-b08e-3ae202480ac0;['place', 'date']
1815;75;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Dime cal é a previsión meteorolóxico na Pontenova;0802b63e-41c3-44d9-8661-d8dbe83d607c;['place', 'date']
1816;75;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Quero saber a previsión do tempo en Carballedo;6b58eb7a-8200-49c5-8233-6fc82b96feed;['place', 'date']
1817;74;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Fará moito frío hoxe en Vilariño de Conso?;830cf36b-357b-4fc3-8615-690baa98d14f;['place', 'date']
1818;74;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Que tempo vai en Fornelos de Monte?;f95c7efc-f934-4c67-b986-8a0458cf1857;['place', 'date']
1819;74;21/02/2023 16:36;weather;check_weather;21/02/2023 16:36;Dime o tempo que se espera mañá nas Neves;569978c4-a21b-4209-94cc-d0c6af232b23;['place', 'date']
